Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"D Raz, H Levy, B Avi-Itzhak","Class prioritization and server dedication in queueing systems: Discrimination and fairness aspects",2010,"Performance Evaluation","Elsevier","https://www.sciencedirect.com/science/article/pii/S0166531609001138","https://scholar.google.com/scholar?cites=10383334859381455372&as_sdt=2005&sciodt=0,5&hl=en",6,"2025-08-01 17:42:41","","","","",,,,,1,0.07,0,3,15,"… Optimization of the system with non-preemptive priorities, based on this performance … Recall the call center example, presented in the beginning of this section. The results seem to …","https://www.academia.edu/download/39729220/Class_prioritization_and_server_dedicati20151105-4424-18dqqb9.pdf","https://scholar.google.com/scholar?q=related:DLpclQoEGZAJ:scholar.google.com/&scioq=%22call+center%22%7C%22queue+system%22+%22fairness%22%7C%22wait+time+prioritization%22%7C%22aging+policy%22+%22optimization%22&hl=en&as_sdt=0,5"
37,"D Raz, B Avi-Itzhak, H Levy","Classes, priorities and fairness in queueing systems",2004,"… Rutgers University, Tech. Rep. RRR-21 …","academia.edu","https://www.academia.edu/download/118845704/Raz_AviItzhak_Levy_2004.pdf","https://scholar.google.com/scholar?cites=9605314209959872010&as_sdt=2005&sciodt=0,5&hl=en",4,"2025-08-01 17:42:41","PDF","","","",,,,,37,1.76,12,3,21,"… Optimization of the system with non-preemptive priorities, based on this performance … of one unit, each of the servers in the dual queue system will have a service rate of half a unit. Thus, …","https://www.academia.edu/download/118845704/Raz_AviItzhak_Levy_2004.pdf","https://scholar.google.com/scholar?q=related:CoarAGLuTIUJ:scholar.google.com/&scioq=%22call+center%22%7C%22queue+system%22+%22fairness%22%7C%22wait+time+prioritization%22%7C%22aging+policy%22+%22optimization%22&hl=en&as_sdt=0,5"
2,"O Simsek, OE Kundakcioglu","Cost of fairness in agent scheduling for contact centers",2022,"… and Management Optimization","researchgate.net","https://www.researchgate.net/profile/O-Kundakcioglu/publication/348110163_Cost_of_fairness_in_agent_scheduling_for_contact_centers/links/6046d5174585154e8c877c7d/Cost-of-fairness-in-agent-scheduling-for-contact-centers.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail","https://scholar.google.com/scholar?cites=12750378837329043252&as_sdt=2005&sciodt=0,5&hl=en",2,"2025-08-01 17:42:41","PDF","","","",,,,,2,0.67,1,2,3,"… of both constraining and penalizing fairness measures. That is, … on historical data from a real call center. The demand pattern they … We emphasize fairness by setting a lower bound on …","https://www.researchgate.net/profile/O-Kundakcioglu/publication/348110163_Cost_of_fairness_in_agent_scheduling_for_contact_centers/links/6046d5174585154e8c877c7d/Cost-of-fairness-in-agent-scheduling-for-contact-centers.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail","https://scholar.google.com/scholar?q=related:NN-nhv9x8rAJ:scholar.google.com/&scioq=%22call+center%22%7C%22queue+system%22+%22fairness%22%7C%22wait+time+prioritization%22%7C%22aging+policy%22+%22optimization%22&hl=en&as_sdt=0,5"
13,"J Liu, YP Zhou, J Chen","Customer segmentation and ex ante fairness: A queueing perspective",2023,"Production and Operations …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1111/poms.14033","https://scholar.google.com/scholar?cites=57731292557382545&as_sdt=2005&sciodt=0,5&hl=en",20,"2025-08-01 17:42:41","","10.1111/poms.14033","","",,,,,13,6.50,4,3,2,"… A priority queue system that customers perceive as unfair … as given and leave the joint optimization of base service fee and … we numerically investigate the joint optimization if the service …","","https://scholar.google.com/scholar?q=related:kZNOAU4azQAJ:scholar.google.com/&scioq=%22call+center%22%7C%22queue+system%22+%22fairness%22%7C%22wait+time+prioritization%22%7C%22aging+policy%22+%22optimization%22&hl=en&as_sdt=0,5"
39,"W Chan, G Koole, P L'Ecuyer","Dynamic call center routing policies using call waiting and agent idle times",2014,"Manufacturing &Service …","pubsonline.informs.org","https://pubsonline.informs.org/doi/abs/10.1287/msom.2014.0493","https://scholar.google.com/scholar?cites=10901708527089436436&as_sdt=2005&sciodt=0,5&hl=en",5,"2025-08-01 17:42:41","","10.1287/msom.2014.0493","","",,,,,39,3.55,13,3,11,"… levels, the abandonment ratios, and the fairness of occupancy across agent groups. We … of a multiskill call center. In this paper, our focus is on routing policies and their optimization for …","http://www-labs.iro.umontreal.ca/~chanwyea/publications/weightRouting.pdf","https://scholar.google.com/scholar?q=related:FEcDSiWmSpcJ:scholar.google.com/&scioq=%22call+center%22%7C%22queue+system%22+%22fairness%22%7C%22wait+time+prioritization%22%7C%22aging+policy%22+%22optimization%22&hl=en&as_sdt=0,5"
6,"V Nourbakhsh, J Turner","Dynamized routing policies for minimizing expected waiting time in a multi-class multi-server system",2022,"Computers &Operations Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0305054821002811","https://scholar.google.com/scholar?cites=8225084132987845981&as_sdt=2005&sciodt=0,5&hl=en",7,"2025-08-01 17:42:41","HTML","","","",,,,,6,2.00,3,2,3,"Minimizing queue waiting time in multi-class multi-server systems, where the service time depends both on the job type and the server type, has wide applications in transportation …","https://www.sciencedirect.com/science/article/pii/S0305054821002811","https://scholar.google.com/scholar?q=related:XT1xynBeJXIJ:scholar.google.com/&scioq=%22call+center%22%7C%22queue+system%22+%22fairness%22%7C%22wait+time+prioritization%22%7C%22aging+policy%22+%22optimization%22&hl=en&as_sdt=0,5"
17,"LA Wolbeck","Fairness aspects in personnel scheduling",2019,"","econstor.eu","https://www.econstor.eu/handle/10419/210988","https://scholar.google.com/scholar?cites=8604749393234511488&as_sdt=2005&sciodt=0,5&hl=en",14,"2025-08-01 17:42:41","","","","",,,,,17,2.83,17,1,6,"… This section is dedicated to the modeling of fairness objectives in the mathematical optimization … The developed heuristic is examined using nurse, call center agent as well as airport …","https://www.econstor.eu/bitstream/10419/210988/1/1687314586.pdf","https://scholar.google.com/scholar?q=related:gEYAtfs1ancJ:scholar.google.com/&scioq=%22call+center%22%7C%22queue+system%22+%22fairness%22%7C%22wait+time+prioritization%22%7C%22aging+policy%22+%22optimization%22&hl=en&as_sdt=0,5"
7,"F Masroor, A Gopalakrishnan…","Machine learning-driven patient scheduling in healthcare: A fairness-centric approach for optimized resource allocation",2024,"2024 IEEE Wireless …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10571017/","https://scholar.google.com/scholar?cites=10920991119746350804&as_sdt=2005&sciodt=0,5&hl=en",9,"2025-08-01 17:42:41","","","","",,,,,7,7.00,2,3,1,"… Tunable fairness is vital in scenarios involving humans, for … We looked at the optimization methodologies for task … allocate patients using a two-queue system. An overview of these tech…","","https://scholar.google.com/scholar?q=related:1D6tv48nj5cJ:scholar.google.com/&scioq=%22call+center%22%7C%22queue+system%22+%22fairness%22%7C%22wait+time+prioritization%22%7C%22aging+policy%22+%22optimization%22&hl=en&as_sdt=0,5"
16,"GM Koole, BF Nielsen, TB Nielsen","Optimization of overflow policies in call centers",2015,"Probability in the Engineering …","cambridge.org","https://www.cambridge.org/core/journals/probability-in-the-engineering-and-informational-sciences/article/optimization-of-overflow-policies-in-call-centers/99D1FCC5654FB227E49A9DC8E3F061DF","https://scholar.google.com/scholar?cites=7962567941143889320&as_sdt=2005&sciodt=0,5&hl=en",17,"2025-08-01 17:42:41","","","","",,,,,16,1.60,5,3,10,"… We examine how overflow policies in a multi-skill call center … The present method can be used also for other call-center … A final subject for further research is including fairness between …","","https://scholar.google.com/scholar?q=related:qIXL31q5gG4J:scholar.google.com/&scioq=%22call+center%22%7C%22queue+system%22+%22fairness%22%7C%22wait+time+prioritization%22%7C%22aging+policy%22+%22optimization%22&hl=en&as_sdt=0,5"
79,"V Mehrotra, K Ross, G Ryder…","Routing to manage resolution and waiting time in call centers with heterogeneous servers",2012,"Manufacturing &service …","pubsonline.informs.org","https://pubsonline.informs.org/doi/abs/10.1287/msom.1110.0349","https://scholar.google.com/scholar?cites=447570284286759450&as_sdt=2005&sciodt=0,5&hl=en",15,"2025-08-01 17:42:41","","10.1287/msom.1110.0349","","",,,,,79,6.08,20,4,13,"… optimization model to maximize the CR rate under relatively general conditions. Second, we develop an efficient frontier of rules with respect to two call center … bility and fairness across …","https://www.academia.edu/download/70833273/841c12039502e61c7845486336140dc641b2.pdf","https://scholar.google.com/scholar?q=related:GtLuXs0WNgYJ:scholar.google.com/&scioq=%22call+center%22%7C%22queue+system%22+%22fairness%22%7C%22wait+time+prioritization%22%7C%22aging+policy%22+%22optimization%22&hl=en&as_sdt=0,5"
