Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
45,"J Tan, A Chin, ZZ Hu, Y Hu, S Meng, X Meng…","Dynmr: Dynamic mapreduce with reducetask interleaving and maptask backfilling",2014,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2592798.2592805","https://scholar.google.com/scholar?cites=18034263373206029598&as_sdt=2005&sciodt=0,5&hl=en",11,"2025-08-09 17:16:14","","10.1145/2592798.2592805","","",,,,,45,4.09,6,7,11,"… However, this is difficult in a production environment due to competition from multiple jobs. … The numbers of interleaving ReduceTasks and backfilled MapTasks also vary across different …","","https://scholar.google.com/scholar?q=related:HoXIAf2SRvoJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
4,"JC Pemberton","Incremental search methods for real-time decision-making",1995,"","search.proquest.com","https://search.proquest.com/openview/b9b82ec59bbe4566314f76e5f8db9274/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=14255505681014782271&as_sdt=2005&sciodt=0,5&hl=en",12,"2025-08-09 17:16:14","BOOK","","","",,,,,4,0.13,4,1,30,"… Our approach is to separate the real-time decision task into three sub-problems: where to … By interleaving computation with execution, we can use the execution time to improve the …","https://ftp.cs.ucla.edu/tech-report/1996-reports/960053.ps.Z","https://scholar.google.com/scholar?q=related:P_lyUuO61cUJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
0,"R Xiong","Automated Experimental Design with Optimization from Historical Data Simulations",2025,"Available at SSRN 5126080","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5126080","",13,"2025-08-09 17:16:14","","","","",,,,,0,0.00,0,1,1,"We study the problem of designing randomized experiments to estimate the causal effects of new interventions. The design problem involves selecting a treatment assignment …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5126080","https://scholar.google.com/scholar?q=related:qUo7gGTDL6UJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
0,"Q Zhang, A Deng, M Du, H Gao, L He…","Harnessing the Power of Interleaving and Counterfactual Evaluation for Airbnb Search Ranking",2025,"Proceedings of the 31st …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3711896.3737232","",14,"2025-08-09 17:16:14","","10.1145/3711896.3737232","","",,,,,0,0.00,0,6,1,"… Consequently, it is unclear whether the state-of-the-art interleaving … We present our innovations in interleaving experiment design … to operate in a production environment and cater to all …","https://arxiv.org/pdf/2508.00751","https://scholar.google.com/scholar?q=related:eNM1_9j_PzAJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
0,"Y Zheng, S Mao, D Zhang, W Cai","LLM-Enhanced Rapid-Reflex Async-Reflect Embodied Agent for Real-Time Decision-Making in Dynamically Changing Environments",2025,"arXiv preprint arXiv:2506.07223","arxiv.org","https://arxiv.org/abs/2506.07223","",15,"2025-08-09 17:16:14","","","","",,,,,0,0.00,0,4,1,"LLM-Enhanced Rapid-Reflex Async-Reflect Embodied Agent for Real-Time Decision-… By interleaving immediate reflexes with high-level reflection, RRARA achieves real-time re- …","https://arxiv.org/pdf/2506.07223","https://scholar.google.com/scholar?q=related:gOHfEqF7GjIJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
11,"L Kennedy-Shaffer, M Lipsitch","Statistical properties of stepped wedge cluster-randomized trials in infectious disease outbreaks",2020,"American Journal of …","academic.oup.com","https://academic.oup.com/aje/article-abstract/189/11/1324/5869594","https://scholar.google.com/scholar?cites=3293721518106199504&as_sdt=2005&sciodt=0,5&hl=en",16,"2025-08-09 17:16:14","","","","",,,,,11,2.20,6,2,5,"… used to analyze stepped wedge trials might not perform … stepped wedge trials, to determine the statistical properties of these methods. While new methods for analyzing stepped wedge …","https://pmc.ncbi.nlm.nih.gov/articles/PMC7604531/pdf/kwaa141.pdf","https://scholar.google.com/scholar?q=related:0MXHE0WmtS0J:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
0,"EG McDonald, JL Estey, C Davenport…","Electronic Decision Support for Deprescribing in Older Adults Living in Long-Term Care: A Stepped-Wedge Cluster Randomized Trial",2025,"JAMA Network …","jamanetwork.com","https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2834657","",17,"2025-08-09 17:16:14","","","","",,,,,0,0.00,0,4,1,"… This stepped-wedge cluster randomized trial took place from August 1, 2021, to October 31, 2022, during the COVID-19 pandemic. The study assessed older adults residing in 1 of 5 …","https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2834657","https://scholar.google.com/scholar?q=related:zQvZTQYf4FwJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
1,"J Wang, J Cao, C Ahn, S Zhang","A Bayesian adaptive design approach for stepped-wedge cluster randomized trials",2024,"Clinical Trials","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/17407745231221438","https://scholar.google.com/scholar?cites=9776824763520050931&as_sdt=2005&sciodt=0,5&hl=en",18,"2025-08-09 17:16:14","","10.1177/17407745231221438","","",,,,,1,1.00,0,4,1,"… This study presents the incorporation of Bayesian adaptive strategies into stepped-wedge cluster … , improving the flexibility and efficiency of stepped-wedge cluster randomized trials. …","https://journals.sagepub.com/doi/full/10.1177/17407745231221438","https://scholar.google.com/scholar?q=related:8-balFJCrocJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
12,"A Gyedu, BT Stewart, E Nakua…","… decision support prompts improves care and reduces mortality for seriously injured patients in non-tertiary hospitals in Ghana: stepped-wedge cluster randomized trial",2023,"British Journal of …","academic.oup.com","https://academic.oup.com/bjs/article-abstract/110/11/1473/7249248","https://scholar.google.com/scholar?cites=11243125610080225623&as_sdt=2005&sciodt=0,5&hl=en",19,"2025-08-09 17:16:14","","","","",,,,,12,6.00,3,4,2,"… A stepped-wedge cluster randomized trial was conducted by stationing research assistants at emergency units of eight non-tertiary hospitals for 17.5 months to observe management of …","https://pmc.ncbi.nlm.nih.gov/articles/PMC10564400/pdf/znad253.pdf","https://scholar.google.com/scholar?q=related:V8nteSybB5wJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
1,"CS Silva, AM Bernardino…","Interleaving real-time multi-agent planning and execution: an application",1994,"… Conference on Tools …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/346408/","https://scholar.google.com/scholar?cites=2766066704527366391&as_sdt=2005&sciodt=0,5&hl=en",20,"2025-08-09 17:16:14","","","","",,,,,1,0.03,0,3,31,"… information and making things easier), the planner encompasses some degree of complexity, not only because it has to cope with multiple requests but also because real time decision …","","https://scholar.google.com/scholar?q=related:95hjNAMLYyYJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
